content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
Banyak permintaan kode otp yang dikirim dimasukan tidak bisa diterima gak tau siapa yg bodoh,1,2025-08-20 11:40:35,Banyak permintaan kode otp yang dikirim dimasukan tidak bisa diterima gak tau siapa yg bodoh,banyak permintaan kode otp yang dikirim dimasukan tidak bisa diterima gak tau siapa yg bodoh,"['banyak', 'permintaan', 'kode', 'otp', 'yang', 'dikirim', 'dimasukan', 'tidak', 'bisa', 'diterima', 'gak', 'tau', 'siapa', 'yg', 'bodoh']","['permintaan', 'kode', 'otp', 'dikirim', 'dimasukan', 'diterima', 'gak', 'tau', 'yg', 'bodoh']","['minta', 'kode', 'otp', 'kirim', 'masuk', 'terima', 'gak', 'tau', 'yg', 'bodoh']",-9,1,Negatif,minta kode otp kirim masuk terima gak tau yg bodoh
"apk busuk,ngga bisa batal perpanjang",1,2025-08-19 20:03:47,"apk busuk,ngga bisa batal perpanjang",apk busukngga bisa batal perpanjang,"['apk', 'busukngga', 'bisa', 'batal', 'perpanjang']","['apk', 'busukngga', 'batal', 'perpanjang']","['apk', 'busukngga', 'batal', 'panjang']",-3,2,Negatif,apk busukngga batal panjang
Masalah kualitas HD tdk sebagus netflix. Ada episode yg tdk keluar gambar! Menyesal berpaling ke disney 👎,1,2025-08-19 11:26:36,Masalah kualitas HD tdk sebagus netflix. Ada episode yg tdk keluar gambar! Menyesal berpaling ke disney 👎,masalah kualitas hd tdk sebagus netflix ada episode yg tdk keluar gambar menyesal berpaling ke disney 👎,"['masalah', 'kualitas', 'hd', 'tdk', 'sebagus', 'netflix', 'ada', 'episode', 'yg', 'tdk', 'keluar', 'gambar', 'menyesal', 'berpaling', 'ke', 'disney', '👎']","['kualitas', 'hd', 'tdk', 'sebagus', 'netflix', 'episode', 'yg', 'tdk', 'gambar', 'menyesal', 'berpaling', 'disney', '👎']","['kualitas', 'hd', 'tdk', 'bagus', 'netflix', 'episode', 'yg', 'tdk', 'gambar', 'sesal', 'paling', 'disney', '']",-7,1,Negatif,kualitas hd tdk bagus netflix episode yg tdk gambar sesal paling disney 
"kalo nonton ga selesai, terus mau nonton lg layar nya hitam blank ada suara doang, harus restar hp baru bisa, mana udah langganan lagi",1,2025-08-18 21:52:23,"kalo nonton ga selesai, terus mau nonton lg layar nya hitam blank ada suara doang, harus restar hp baru bisa, mana udah langganan lagi",kalo nonton ga selesai terus mau nonton lg layar nya hitam blank ada suara doang harus restar hp baru bisa mana udah langganan lagi,"['kalo', 'nonton', 'ga', 'selesai', 'terus', 'mau', 'nonton', 'lg', 'layar', 'nya', 'hitam', 'blank', 'ada', 'suara', 'doang', 'harus', 'restar', 'hp', 'baru', 'bisa', 'mana', 'udah', 'langganan', 'lagi']","['kalo', 'nonton', 'ga', 'selesai', 'nonton', 'lg', 'layar', 'nya', 'hitam', 'blank', 'suara', 'doang', 'restar', 'hp', 'udah', 'langganan']","['kalo', 'nonton', 'ga', 'selesai', 'nonton', 'lg', 'layar', 'nya', 'hitam', 'blank', 'suara', 'doang', 'restar', 'hp', 'udah', 'langgan']",-8,1,Negatif,kalo nonton ga selesai nonton lg layar nya hitam blank suara doang restar hp udah langgan
aplikasinya bagus banget,5,2025-08-18 20:38:51,aplikasinya bagus banget,aplikasinya bagus banget,"['aplikasinya', 'bagus', 'banget']","['aplikasinya', 'bagus', 'banget']","['aplikasi', 'bagus', 'banget']",-7,1,Negatif,aplikasi bagus banget
jelekkkk,1,2025-08-18 20:27:07,jelekkkk,jelekkkk,['jelekkkk'],['jelekkkk'],['jelekkkk'],0,3,Netral,jelekkkk
blackscreen,1,2025-08-18 19:01:49,layar hitam,layar hitam,"['layar', 'hitam']","['layar', 'hitam']","['layar', 'hitam']",-4,2,Negatif,layar hitam
"baru pisan beli paket langganan, eh udah kena black screen, ternyata pas baca review di rating udah banyak yang mengalami hal serupa, ini benar-benar merugikan konsumen, kalo ga segera di fixed asli parah berarti kualitas Disney +hotsar..",1,2025-08-17 15:19:43,"baru pisan beli paket langganan, eh udah kena black screen, ternyata pas baca review di rating udah banyak yang mengalami hal serupa, ini benar-benar merugikan konsumen, kalo ga segera di fixed asli parah berarti kualitas Disney +hotsar..",baru pisan beli paket langganan eh udah kena black screen ternyata pas baca review di rating udah banyak yang mengalami hal serupa ini benarbenar merugikan konsumen kalo ga segera di fixed asli parah berarti kualitas disney hotsar,"['baru', 'pisan', 'beli', 'paket', 'langganan', 'eh', 'udah', 'kena', 'black', 'screen', 'ternyata', 'pas', 'baca', 'review', 'di', 'rating', 'udah', 'banyak', 'yang', 'mengalami', 'hal', 'serupa', 'ini', 'benarbenar', 'merugikan', 'konsumen', 'kalo', 'ga', 'segera', 'di', 'fixed', 'asli', 'parah', 'berarti', 'kualitas', 'disney', 'hotsar']","['pisan', 'beli', 'paket', 'langganan', 'eh', 'udah', 'kena', 'black', 'screen', 'pas', 'baca', 'review', 'rating', 'udah', 'mengalami', 'benarbenar', 'merugikan', 'konsumen', 'kalo', 'ga', 'fixed', 'asli', 'parah', 'kualitas', 'disney', 'hotsar']","['pis', 'beli', 'paket', 'langgan', 'eh', 'udah', 'kena', 'black', 'screen', 'pas', 'baca', 'review', 'rating', 'udah', 'alami', 'benarbenar', 'rugi', 'konsumen', 'kalo', 'ga', 'fixed', 'asli', 'parah', 'kualitas', 'disney', 'hotsar']",-5,1,Negatif,pis beli paket langgan eh udah kena black screen pas baca review rating udah alami benarbenar rugi konsumen kalo ga fixed asli parah kualitas disney hotsar
ini Disney kenapa ya? Black screen . 3 bulan lebih pembayaran payment potong tiap bulan.kecewa,1,2025-08-16 13:23:53,ini Disney kenapa ya? Black screen . 3 bulan lebih pembayaran payment potong tiap bulan.kecewa,ini disney kenapa ya black screen bulan lebih pembayaran payment potong tiap bulankecewa,"['ini', 'disney', 'kenapa', 'ya', 'black', 'screen', 'bulan', 'lebih', 'pembayaran', 'payment', 'potong', 'tiap', 'bulankecewa']","['disney', 'ya', 'black', 'screen', 'pembayaran', 'payment', 'potong', 'bulankecewa']","['disney', 'ya', 'black', 'screen', 'bayar', 'payment', 'potong', 'bulankecewa']",-1,2,Negatif,disney ya black screen bayar payment potong bulankecewa
mau langanan aja ribet bgt bukan dr aplikasi mala harus lwt email trus pke code msk kirim pke email ya ga bs lah buka barengan gt otomotis tertutup salah satu.udah mahal mau langanan ribet,1,2025-08-16 11:25:41,mau langanan aja ribet bgt bukan dr aplikasi mala harus lwt email trus pke code msk kirim pke email ya ga bs lah buka barengan gt otomotis tertutup salah satu.udah mahal mau langanan ribet,mau langanan aja ribet bgt bukan dr aplikasi mala harus lwt email trus pke code msk kirim pke email ya ga bs lah buka barengan gt otomotis tertutup salah satuudah mahal mau langanan ribet,"['mau', 'langanan', 'aja', 'ribet', 'bgt', 'bukan', 'dr', 'aplikasi', 'mala', 'harus', 'lwt', 'email', 'trus', 'pke', 'code', 'msk', 'kirim', 'pke', 'email', 'ya', 'ga', 'bs', 'lah', 'buka', 'barengan', 'gt', 'otomotis', 'tertutup', 'salah', 'satuudah', 'mahal', 'mau', 'langanan', 'ribet']","['langanan', 'aja', 'ribet', 'bgt', 'dr', 'aplikasi', 'mala', 'lwt', 'email', 'trus', 'pke', 'code', 'msk', 'kirim', 'pke', 'email', 'ya', 'ga', 'bs', 'buka', 'barengan', 'gt', 'otomotis', 'tertutup', 'salah', 'satuudah', 'mahal', 'langanan', 'ribet']","['langanan', 'aja', 'ribet', 'bgt', 'dr', 'aplikasi', 'mala', 'lwt', 'email', 'trus', 'pke', 'code', 'msk', 'kirim', 'pke', 'email', 'ya', 'ga', 'bs', 'buka', 'bareng', 'gt', 'otomotis', 'tutup', 'salah', 'satuudah', 'mahal', 'langanan', 'ribet']",-21,1,Negatif,langanan aja ribet bgt dr aplikasi mala lwt email trus pke code msk kirim pke email ya ga bs buka bareng gt otomotis tutup salah satuudah mahal langanan ribet
"Maaflah isi filmnya gak bagus buat anak², bisa merusak moral generasi penerus, jadi bye bye",1,2025-08-16 09:31:42,"Maaflah isi filmnya gak bagus buat anak², bisa merusak moral generasi penerus, jadi bye bye",maaflah isi filmnya gak bagus buat anak² bisa merusak moral generasi penerus jadi bye bye,"['maaflah', 'isi', 'filmnya', 'gak', 'bagus', 'buat', 'anak²', 'bisa', 'merusak', 'moral', 'generasi', 'penerus', 'jadi', 'bye', 'bye']","['maaflah', 'isi', 'filmnya', 'gak', 'bagus', 'anak²', 'merusak', 'moral', 'generasi', 'penerus', 'bye', 'bye']","['maaf', 'isi', 'film', 'gak', 'bagus', 'anak', 'rusak', 'moral', 'generasi', 'terus', 'bye', 'bye']",-24,1,Negatif,maaf isi film gak bagus anak rusak moral generasi terus bye bye
"sudah di update tetapi selalu block screen layar hitam tapi audio jalan, apa yg di tonton klo bgini trus.. padahal filmnya lagi seru..",1,2025-08-16 09:28:56,"sudah di update tetapi selalu block screen layar hitam tapi audio jalan, apa yg di tonton klo bgini trus.. padahal filmnya lagi seru..",sudah di update tetapi selalu block screen layar hitam tapi audio jalan apa yg di tonton klo bgini trus padahal filmnya lagi seru,"['sudah', 'di', 'update', 'tetapi', 'selalu', 'block', 'screen', 'layar', 'hitam', 'tapi', 'audio', 'jalan', 'apa', 'yg', 'di', 'tonton', 'klo', 'bgini', 'trus', 'padahal', 'filmnya', 'lagi', 'seru']","['update', 'block', 'screen', 'layar', 'hitam', 'audio', 'jalan', 'yg', 'tonton', 'klo', 'bgini', 'trus', 'filmnya', 'seru']","['update', 'block', 'screen', 'layar', 'hitam', 'audio', 'jalan', 'yg', 'tonton', 'klo', 'bgini', 'trus', 'film', 'seru']",-17,1,Negatif,update block screen layar hitam audio jalan yg tonton klo bgini trus film seru
"mau hapus akun , sudah ngikutin instruksi nya malah di ngarahin ke web instruksi Mulu , GK jelas amat ni aplikasi ,",1,2025-08-16 06:55:20,"mau hapus akun , sudah ngikutin instruksi nya malah di ngarahin ke web instruksi Mulu , GK jelas amat ni aplikasi ,",mau hapus akun sudah ngikutin instruksi nya malah di ngarahin ke web instruksi mulu gk jelas amat ni aplikasi,"['mau', 'hapus', 'akun', 'sudah', 'ngikutin', 'instruksi', 'nya', 'malah', 'di', 'ngarahin', 'ke', 'web', 'instruksi', 'mulu', 'gk', 'jelas', 'amat', 'ni', 'aplikasi']","['hapus', 'akun', 'ngikutin', 'instruksi', 'nya', 'ngarahin', 'web', 'instruksi', 'mulu', 'gk', 'ni', 'aplikasi']","['hapus', 'akun', 'ngikutin', 'instruksi', 'nya', 'ngarahin', 'web', 'instruksi', 'mulu', 'gk', 'ni', 'aplikasi']",-16,1,Negatif,hapus akun ngikutin instruksi nya ngarahin web instruksi mulu gk ni aplikasi
aplikasi rusak 😂,1,2025-08-15 23:10:34,aplikasi rusak 😂,aplikasi rusak 😂,"['aplikasi', 'rusak', '😂']","['aplikasi', 'rusak', '😂']","['aplikasi', 'rusak', '']",-8,1,Negatif,aplikasi rusak 
cukup beli 1 bulan saja.sekarang saya mengerti penilaian org terhadap apk ini sangatlah buruk.,1,2025-08-15 20:38:04,cukup beli 1 bulan saja.sekarang saya mengerti penilaian org terhadap apk ini sangatlah buruk.,cukup beli bulan sajasekarang saya mengerti penilaian org terhadap apk ini sangatlah buruk,"['cukup', 'beli', 'bulan', 'sajasekarang', 'saya', 'mengerti', 'penilaian', 'org', 'terhadap', 'apk', 'ini', 'sangatlah', 'buruk']","['beli', 'sajasekarang', 'mengerti', 'penilaian', 'org', 'apk', 'buruk']","['beli', 'sajasekarang', 'erti', 'nilai', 'org', 'apk', 'buruk']",-5,1,Negatif,beli sajasekarang erti nilai org apk buruk
iklan menutupi,2,2025-08-15 16:00:03,iklan menutupi,iklan menutupi,"['iklan', 'menutupi']","['iklan', 'menutupi']","['iklan', 'tutup']",-2,2,Negatif,iklan tutup
saya sudah tidak melanjutkan untuk berlangganan tapi kena anda memotong dana saya otomatis tanpa persetujuan bahkan saya tidak mendaftarkan dengan akun debit,1,2025-08-14 20:54:57,saya sudah tidak melanjutkan untuk berlangganan tapi kena anda memotong dana saya otomatis tanpa persetujuan bahkan saya tidak mendaftarkan dengan akun debit,saya sudah tidak melanjutkan untuk berlangganan tapi kena anda memotong dana saya otomatis tanpa persetujuan bahkan saya tidak mendaftarkan dengan akun debit,"['saya', 'sudah', 'tidak', 'melanjutkan', 'untuk', 'berlangganan', 'tapi', 'kena', 'anda', 'memotong', 'dana', 'saya', 'otomatis', 'tanpa', 'persetujuan', 'bahkan', 'saya', 'tidak', 'mendaftarkan', 'dengan', 'akun', 'debit']","['melanjutkan', 'berlangganan', 'kena', 'memotong', 'dana', 'otomatis', 'persetujuan', 'mendaftarkan', 'akun', 'debit']","['lanjut', 'langgan', 'kena', 'potong', 'dana', 'otomatis', 'tuju', 'daftar', 'akun', 'debit']",-8,1,Negatif,lanjut langgan kena potong dana otomatis tuju daftar akun debit
"black screen dan tidak bisa dipakai sama sekali, tolong kembalikan uang saya",1,2025-08-13 19:23:45,"black screen dan tidak bisa dipakai sama sekali, tolong kembalikan uang saya",black screen dan tidak bisa dipakai sama sekali tolong kembalikan uang saya,"['black', 'screen', 'dan', 'tidak', 'bisa', 'dipakai', 'sama', 'sekali', 'tolong', 'kembalikan', 'uang', 'saya']","['black', 'screen', 'dipakai', 'tolong', 'kembalikan', 'uang']","['black', 'screen', 'pakai', 'tolong', 'kembali', 'uang']",-2,2,Negatif,black screen pakai tolong kembali uang
aplikasi paling ribet buat daftar untuk langganan aja susah,1,2025-08-13 16:15:40,aplikasi paling ribet buat daftar untuk langganan aja susah,aplikasi paling ribet buat daftar untuk langganan aja susah,"['aplikasi', 'paling', 'ribet', 'buat', 'daftar', 'untuk', 'langganan', 'aja', 'susah']","['aplikasi', 'ribet', 'daftar', 'langganan', 'aja', 'susah']","['aplikasi', 'ribet', 'daftar', 'langgan', 'aja', 'susah']",-11,1,Negatif,aplikasi ribet daftar langgan aja susah
"Menurut saya, anda harusnya bisa memperbaiki masalah secepat mungkin,karena manusia tidak akan berlama lama dengan barang yang rusak,itu saja,dan terima kasih",5,2025-08-13 15:54:25,"Menurut saya, anda harusnya bisa memperbaiki masalah secepat mungkin,karena manusia tidak akan berlama lama dengan barang yang rusak,itu saja,dan terima kasih",menurut saya anda harusnya bisa memperbaiki masalah secepat mungkinkarena manusia tidak akan berlama lama dengan barang yang rusakitu sajadan terima kasih,"['menurut', 'saya', 'anda', 'harusnya', 'bisa', 'memperbaiki', 'masalah', 'secepat', 'mungkinkarena', 'manusia', 'tidak', 'akan', 'berlama', 'lama', 'dengan', 'barang', 'yang', 'rusakitu', 'sajadan', 'terima', 'kasih']","['memperbaiki', 'secepat', 'mungkinkarena', 'manusia', 'berlama', 'barang', 'rusakitu', 'sajadan', 'terima', 'kasih']","['baik', 'cepat', 'mungkinkarena', 'manusia', 'lama', 'barang', 'rusakitu', 'sajadan', 'terima', 'kasih']",-4,2,Negatif,baik cepat mungkinkarena manusia lama barang rusakitu sajadan terima kasih
"Kecewa sekali ya, film sedikit sekali, tidak rekomendasi untuk kalian yg suka nonton, lebih baik netiflix atau HBO aja.",1,2025-08-13 15:41:21,"Kecewa sekali ya, film sedikit sekali, tidak rekomendasi untuk kalian yg suka nonton, lebih baik netiflix atau HBO aja.",kecewa sekali ya film sedikit sekali tidak rekomendasi untuk kalian yg suka nonton lebih baik netiflix atau hbo aja,"['kecewa', 'sekali', 'ya', 'film', 'sedikit', 'sekali', 'tidak', 'rekomendasi', 'untuk', 'kalian', 'yg', 'suka', 'nonton', 'lebih', 'baik', 'netiflix', 'atau', 'hbo', 'aja']","['kecewa', 'ya', 'film', 'rekomendasi', 'yg', 'suka', 'nonton', 'netiflix', 'hbo', 'aja']","['kecewa', 'ya', 'film', 'rekomendasi', 'yg', 'suka', 'nonton', 'netiflix', 'hbo', 'aja']",4,4,Positif,kecewa ya film rekomendasi yg suka nonton netiflix hbo aja
"kenapa pas nonton film hanya ada layar hitam tapi audionya jalan, gimana cara mengatasinya",1,2025-08-12 23:28:59,"kenapa pas nonton film hanya ada layar hitam tapi audionya jalan, gimana cara mengatasinya",kenapa pas nonton film hanya ada layar hitam tapi audionya jalan gimana cara mengatasinya,"['kenapa', 'pas', 'nonton', 'film', 'hanya', 'ada', 'layar', 'hitam', 'tapi', 'audionya', 'jalan', 'gimana', 'cara', 'mengatasinya']","['pas', 'nonton', 'film', 'layar', 'hitam', 'audionya', 'jalan', 'gimana', 'mengatasinya']","['pas', 'nonton', 'film', 'layar', 'hitam', 'audio', 'jalan', 'gimana', 'atas']",-5,1,Negatif,pas nonton film layar hitam audio jalan gimana atas
"aplikasi tiba-tiba gabisa putar film/drama padahal koneksi bagus wifi lancar speedtest bagus sama sekali gabisa diputar filmnya, udah langganan bulanan kalau gabisa dipakai terus gimana dong? tolong disney+ diperbaiki lagi aplikasinya biar rating tetep bagus dan konsumen juga puas padahal film/dramanya bagus-bagus disini tuh tolong yaa ditingkatkan lagi spesifikasi aplikasinya",4,2025-08-12 23:23:38,"aplikasi tiba-tiba gabisa putar film/drama padahal koneksi bagus wifi lancar speedtest bagus sama sekali gabisa diputar filmnya, udah langganan bulanan kalau gabisa dipakai terus gimana dong? tolong disney+ diperbaiki lagi aplikasinya biar rating tetep bagus dan konsumen juga puas padahal film/dramanya bagus-bagus disini tuh tolong yaa ditingkatkan lagi spesifikasi aplikasinya",aplikasi tibatiba gabisa putar filmdrama padahal koneksi bagus wifi lancar speedtest bagus sama sekali gabisa diputar filmnya udah langganan bulanan kalau gabisa dipakai terus gimana dong tolong disney diperbaiki lagi aplikasinya biar rating tetep bagus dan konsumen juga puas padahal filmdramanya bagusbagus disini tuh tolong yaa ditingkatkan lagi spesifikasi aplikasinya,"['aplikasi', 'tibatiba', 'gabisa', 'putar', 'filmdrama', 'padahal', 'koneksi', 'bagus', 'wifi', 'lancar', 'speedtest', 'bagus', 'sama', 'sekali', 'gabisa', 'diputar', 'filmnya', 'udah', 'langganan', 'bulanan', 'kalau', 'gabisa', 'dipakai', 'terus', 'gimana', 'dong', 'tolong', 'disney', 'diperbaiki', 'lagi', 'aplikasinya', 'biar', 'rating', 'tetep', 'bagus', 'dan', 'konsumen', 'juga', 'puas', 'padahal', 'filmdramanya', 'bagusbagus', 'disini', 'tuh', 'tolong', 'yaa', 'ditingkatkan', 'lagi', 'spesifikasi', 'aplikasinya']","['aplikasi', 'tibatiba', 'gabisa', 'putar', 'filmdrama', 'koneksi', 'bagus', 'wifi', 'lancar', 'speedtest', 'bagus', 'gabisa', 'diputar', 'filmnya', 'udah', 'langganan', 'bulanan', 'gabisa', 'dipakai', 'gimana', 'tolong', 'disney', 'diperbaiki', 'aplikasinya', 'biar', 'rating', 'tetep', 'bagus', 'konsumen', 'puas', 'filmdramanya', 'bagusbagus', 'tuh', 'tolong', 'yaa', 'ditingkatkan', 'spesifikasi', 'aplikasinya']","['aplikasi', 'tibatiba', 'gabisa', 'putar', 'filmdrama', 'koneksi', 'bagus', 'wifi', 'lancar', 'speedtest', 'bagus', 'gabisa', 'putar', 'film', 'udah', 'langgan', 'bulan', 'gabisa', 'pakai', 'gimana', 'tolong', 'disney', 'baik', 'aplikasi', 'biar', 'rating', 'tetep', 'bagus', 'konsumen', 'puas', 'filmdramanya', 'bagusbagus', 'tuh', 'tolong', 'yaa', 'tingkat', 'spesifikasi', 'aplikasi']",-30,1,Negatif,aplikasi tibatiba gabisa putar filmdrama koneksi bagus wifi lancar speedtest bagus gabisa putar film udah langgan bulan gabisa pakai gimana tolong disney baik aplikasi biar rating tetep bagus konsumen puas filmdramanya bagusbagus tuh tolong yaa tingkat spesifikasi aplikasi
kenapa lamban banget aplikasi ini...ga kaya Netflix,2,2025-08-12 21:13:56,kenapa lamban banget aplikasi ini...ga kaya Netflix,kenapa lamban banget aplikasi iniga kaya netflix,"['kenapa', 'lamban', 'banget', 'aplikasi', 'iniga', 'kaya', 'netflix']","['lamban', 'banget', 'aplikasi', 'iniga', 'kaya', 'netflix']","['lamban', 'banget', 'aplikasi', 'iniga', 'kaya', 'netflix']",-5,1,Negatif,lamban banget aplikasi iniga kaya netflix
gambar tidak tampil ketika memutar film,1,2025-08-12 19:07:44,gambar tidak tampil ketika memutar film,gambar tidak tampil ketika memutar film,"['gambar', 'tidak', 'tampil', 'ketika', 'memutar', 'film']","['gambar', 'tampil', 'memutar', 'film']","['gambar', 'tampil', 'putar', 'film']",-6,1,Negatif,gambar tampil putar film
tidak bisa dibuka pada redmi Pad pro,1,2025-08-12 15:54:13,tidak bisa dibuka pada redmi Pad pro,tidak bisa dibuka pada redmi pad pro,"['tidak', 'bisa', 'dibuka', 'pada', 'redmi', 'pad', 'pro']","['dibuka', 'redmi', 'pad', 'pro']","['buka', 'redmi', 'pad', 'pro']",-3,2,Negatif,buka redmi pad pro
"jelekkk banget, gk ada subtitle nya",1,2025-08-11 21:51:10,"jelekkk banget, gk ada subtitle nya",jelekkk banget gk ada subtitle nya,"['jelekkk', 'banget', 'gk', 'ada', 'subtitle', 'nya']","['jelekkk', 'banget', 'gk', 'subtitle', 'nya']","['jelekkk', 'banget', 'gk', 'subtitle', 'nya']",1,4,Positif,jelekkk banget gk subtitle nya
"tolong aplikasi nya di perbaiki lagii, udah berlangganan tapi klo nonton layar gelap terus, gak ada gambarnya.",4,2025-08-11 19:10:31,"tolong aplikasi nya di perbaiki lagii, udah berlangganan tapi klo nonton layar gelap terus, gak ada gambarnya.",tolong aplikasi nya di perbaiki lagii udah berlangganan tapi klo nonton layar gelap terus gak ada gambarnya,"['tolong', 'aplikasi', 'nya', 'di', 'perbaiki', 'lagii', 'udah', 'berlangganan', 'tapi', 'klo', 'nonton', 'layar', 'gelap', 'terus', 'gak', 'ada', 'gambarnya']","['tolong', 'aplikasi', 'nya', 'perbaiki', 'lagii', 'udah', 'berlangganan', 'klo', 'nonton', 'layar', 'gelap', 'gak', 'gambarnya']","['tolong', 'aplikasi', 'nya', 'baik', 'lagi', 'udah', 'langgan', 'klo', 'nonton', 'layar', 'gelap', 'gak', 'gambar']",-15,1,Negatif,tolong aplikasi nya baik lagi udah langgan klo nonton layar gelap gak gambar
"apk lemot, apalagi di tv android, beda sama apk sebelah N lancar lamcar aja ga lemot",1,2025-08-11 11:23:05,"apk lemot, apalagi di tv android, beda sama apk sebelah N lancar lamcar aja ga lemot",apk lemot apalagi di tv android beda sama apk sebelah n lancar lamcar aja ga lemot,"['apk', 'lemot', 'apalagi', 'di', 'tv', 'android', 'beda', 'sama', 'apk', 'sebelah', 'n', 'lancar', 'lamcar', 'aja', 'ga', 'lemot']","['apk', 'lemot', 'tv', 'android', 'beda', 'apk', 'sebelah', 'n', 'lancar', 'lamcar', 'aja', 'ga', 'lemot']","['apk', 'lot', 'tv', 'android', 'beda', 'apk', 'belah', 'n', 'lancar', 'lamcar', 'aja', 'ga', 'lot']",-18,1,Negatif,apk lot tv android beda apk belah n lancar lamcar aja ga lot
layar hitam,1,2025-08-10 22:29:22,layar hitam,layar hitam,"['layar', 'hitam']","['layar', 'hitam']","['layar', 'hitam']",-4,2,Negatif,layar hitam
"Kok sekarang udah beda yah sistem berlangganan nya, udah ribet mau buka website terus kirim otp lah akhirnya ga jadi berlangganan auto uninstall 🙏",1,2025-08-10 18:38:13,"Kok sekarang udah beda yah sistem berlangganan nya, udah ribet mau buka website terus kirim otp lah akhirnya ga jadi berlangganan auto uninstall 🙏",kok sekarang udah beda yah sistem berlangganan nya udah ribet mau buka website terus kirim otp lah akhirnya ga jadi berlangganan auto uninstall 🙏,"['kok', 'sekarang', 'udah', 'beda', 'yah', 'sistem', 'berlangganan', 'nya', 'udah', 'ribet', 'mau', 'buka', 'website', 'terus', 'kirim', 'otp', 'lah', 'akhirnya', 'ga', 'jadi', 'berlangganan', 'auto', 'uninstall', '🙏']","['udah', 'beda', 'yah', 'sistem', 'berlangganan', 'nya', 'udah', 'ribet', 'buka', 'website', 'kirim', 'otp', 'ga', 'berlangganan', 'auto', 'uninstall', '🙏']","['udah', 'beda', 'yah', 'sistem', 'langgan', 'nya', 'udah', 'ribet', 'buka', 'website', 'kirim', 'otp', 'ga', 'langgan', 'auto', 'uninstall', '']",-7,1,Negatif,udah beda yah sistem langgan nya udah ribet buka website kirim otp ga langgan auto uninstall 
"saya memiliki permasalahan karena tidak bisa memilih paket penawaran dengan menggunakan nomor telpon dengan alasan ""kami mendeteksi traffic tidak biasa pada perangkat ini"" hadeh Disney apakah tidak ada jalan lain selain menggunakan nomor telpon ini terlalu dipaksakan",1,2025-08-10 14:23:06,"saya memiliki permasalahan karena tidak bisa memilih paket penawaran dengan menggunakan nomor telpon dengan alasan ""kami mendeteksi traffic tidak biasa pada perangkat ini"" hadeh Disney apakah tidak ada jalan lain selain menggunakan nomor telpon ini terlalu dipaksakan",saya memiliki permasalahan karena tidak bisa memilih paket penawaran dengan menggunakan nomor telpon dengan alasan kami mendeteksi traffic tidak biasa pada perangkat ini hadeh disney apakah tidak ada jalan lain selain menggunakan nomor telpon ini terlalu dipaksakan,"['saya', 'memiliki', 'permasalahan', 'karena', 'tidak', 'bisa', 'memilih', 'paket', 'penawaran', 'dengan', 'menggunakan', 'nomor', 'telpon', 'dengan', 'alasan', 'kami', 'mendeteksi', 'traffic', 'tidak', 'biasa', 'pada', 'perangkat', 'ini', 'hadeh', 'disney', 'apakah', 'tidak', 'ada', 'jalan', 'lain', 'selain', 'menggunakan', 'nomor', 'telpon', 'ini', 'terlalu', 'dipaksakan']","['memiliki', 'permasalahan', 'memilih', 'paket', 'penawaran', 'nomor', 'telpon', 'alasan', 'mendeteksi', 'traffic', 'perangkat', 'hadeh', 'disney', 'jalan', 'nomor', 'telpon', 'dipaksakan']","['milik', 'masalah', 'pilih', 'paket', 'tawar', 'nomor', 'telpon', 'alas', 'deteksi', 'traffic', 'perangkat', 'hadeh', 'disney', 'jalan', 'nomor', 'telpon', 'paksa']",-13,1,Negatif,milik masalah pilih paket tawar nomor telpon alas deteksi traffic perangkat hadeh disney jalan nomor telpon paksa
gak jelas gak bisa login login terus pembayaran via dana juga tidak bisa lagi,1,2025-08-10 10:25:18,gak jelas gak bisa login login terus pembayaran via dana juga tidak bisa lagi,gak jelas gak bisa login login terus pembayaran via dana juga tidak bisa lagi,"['gak', 'jelas', 'gak', 'bisa', 'login', 'login', 'terus', 'pembayaran', 'via', 'dana', 'juga', 'tidak', 'bisa', 'lagi']","['gak', 'gak', 'login', 'login', 'pembayaran', 'via', 'dana']","['gak', 'gak', 'login', 'login', 'bayar', 'via', 'dana']",1,4,Positif,gak gak login login bayar via dana
"Kecewa sekali, sudah bayar langganan tapi tidak bisa nonton",1,2025-08-09 23:08:36,"Kecewa sekali, sudah bayar langganan tapi tidak bisa nonton",kecewa sekali sudah bayar langganan tapi tidak bisa nonton,"['kecewa', 'sekali', 'sudah', 'bayar', 'langganan', 'tapi', 'tidak', 'bisa', 'nonton']","['kecewa', 'bayar', 'langganan', 'nonton']","['kecewa', 'bayar', 'langgan', 'nonton']",-1,2,Negatif,kecewa bayar langgan nonton
susah msuk ny bnyk cingcong,1,2025-08-09 22:43:15,susah msuk ny bnyk cingcong,susah msuk ny bnyk cingcong,"['susah', 'msuk', 'ny', 'bnyk', 'cingcong']","['susah', 'msuk', 'ny', 'bnyk', 'cingcong']","['susah', 'msuk', 'ny', 'bnyk', 'cingcong']",-3,2,Negatif,susah msuk ny bnyk cingcong
